veh.pt_type.ConventionalVehicle.fc.history.i,veh.pt_type.ConventionalVehicle.fc.history.pwr_out_max_watts,veh.pt_type.ConventionalVehicle.fc.history.pwr_prop_max_watts,veh.pt_type.ConventionalVehicle.fc.history.eff,veh.pt_type.ConventionalVehicle.fc.history.pwr_propulsion_watts,veh.pt_type.ConventionalVehicle.fc.history.energy_propulsion_joules,veh.pt_type.ConventionalVehicle.fc.history.pwr_aux_watts,veh.pt_type.ConventionalVehicle.fc.history.energy_aux_joules,veh.pt_type.ConventionalVehicle.fc.history.pwr_fuel_watts,veh.pt_type.ConventionalVehicle.fc.history.energy_fuel_joules,veh.pt_type.ConventionalVehicle.fc.history.pwr_loss_watts,veh.pt_type.ConventionalVehicle.fc.history.energy_loss_joules,veh.pt_type.ConventionalVehicle.fc.history.fc_on,veh.pt_type.ConventionalVehicle.fc.history.time_on_seconds,veh.pt_type.ConventionalVehicle.transmission.history.i,veh.pt_type.ConventionalVehicle.transmission.history.eff,veh.pt_type.ConventionalVehicle.transmission.history.pwr_out_watts,veh.pt_type.ConventionalVehicle.transmission.history.pwr_in_watts,veh.pt_type.ConventionalVehicle.transmission.history.pwr_loss_watts,veh.pt_type.ConventionalVehicle.transmission.history.energy_out_joules,veh.pt_type.ConventionalVehicle.transmission.history.energy_loss_joules,veh.history.i,veh.history.pwr_prop_fwd_max_watts,veh.history.pwr_prop_bwd_max_watts,veh.history.pwr_tractive_watts,veh.history.pwr_tractive_for_cyc_watts,veh.history.energy_tractive_joules,veh.history.pwr_aux_watts,veh.history.energy_aux_joules,veh.history.pwr_drag_watts,veh.history.energy_drag_joules,veh.history.pwr_accel_watts,veh.history.energy_accel_joules,veh.history.pwr_ascent_watts,veh.history.energy_ascent_joules,veh.history.pwr_rr_watts,veh.history.energy_rr_joules,veh.history.pwr_whl_inertia_watts,veh.history.energy_whl_inertia_joules,veh.history.pwr_brake_watts,veh.history.energy_brake_joules,veh.history.cyc_met,veh.history.cyc_met_overall,veh.history.speed_ach_meters_per_second,veh.history.dist_meters,veh.history.grade_curr,veh.history.air_density_kilograms_per_cubic_meter,veh.history.mass_kilograms,cyc.time_seconds,cyc.speed_meters_per_second,cyc.dist_meters,cyc.grade,cyc.elev_meters,cyc.pwr_max_chrg_watts
30,43239.20112035889,42539.20112035889,0.30500000000000005,9819.271010765498,99186.17588298587,700.0,21000.0,34489.41315005081,468636.4232265658,24670.142139285308,369450.24734358,true,30.0,30,0.875,8591.86213441981,9819.271010765498,1227.4088763456875,0.0,0.0,30,42539.20112035889,0.0,8591.86213441981,8591.86213441981,86787.90389761262,700.0,21000.0,425.5470026970294,1554.4990291590686,6966.5298484538425,77369.55753879827,0.0,0.0,1069.023340143272,6411.618759244195,130.76194312566773,1452.2285704111034,-8591.86213441981,-86787.90389761262,true,true,9.700925388,61.692520899,0.0,1.2,1644.2724500334996,30.0,9.700925388,61.692520899,0.0,121.92,0.0
31,32269.2710107655,31569.2710107655,0.28,7723.422780835421,106909.59866382129,700.0,21700.0,30083.652788697927,498720.07601526374,22360.230007862505,391810.4773514425,true,31.0,31,0.875,6757.994933230993,7723.422780835421,965.4278476044274,0.0,0.0,31,31569.2710107655,0.0,6757.994933230993,6757.994933230993,93545.89883084361,700.0,21700.0,478.8127806573266,2033.3118098163952,5072.0936996015325,82441.6512383998,0.0,0.0,1111.8851247293717,7523.503883973566,95.2033282427622,1547.4318986538656,-6757.994933230993,-93545.89883084361,true,true,10.01385846,71.706379359,0.0,1.2,1644.2724500334996,31.0,10.01385846,71.706379359,0.0,121.92,0.0
32,30173.42278083542,29473.42278083542,0.1864,2730.2606350871365,109639.85929890843,700.0,22400.0,18402.685810553307,517122.76182581706,15672.425175466171,407482.90252690867,true,32.0,32,0.875,2388.9780557012446,2730.2606350871365,341.28257938589195,0.0,0.0,32,29473.42278083542,0.0,2388.9780557012446,2388.9780557012446,95934.87688654485,700.0,22400.0,505.34618197425993,2538.657991790655,737.729299526981,83179.38053792679,0.0,0.0,1132.055376412098,8655.559260385664,13.847197787905301,1561.279096441771,-2388.9780557012446,-95934.87688654485,true,true,10.05856319,81.764942549,0.0,1.2,1644.2724500334996,32.0,10.05856319,81.764942549,0.0,121.92,0.0
33,25180.260635087136,24480.260635087136,0.12,0.0,109639.85929890843,700.0,23100.0,5833.333333333334,522956.09515915037,5833.333333333334,413316.235860242,true,33.0,33,0.875,0.0,0.0,0.0,0.0,0.0,33,24480.260635087136,0.0,-1366.4431853378696,-1366.4431853378696,94568.43370120699,700.0,23100.0,495.2842780645463,3033.9422698552016,-2931.2002913922315,80248.18024653455,0.0,0.0,1124.4915322989687,9780.050792684633,-55.01870430915308,1506.2603921326179,-0.0,-95934.87688654485,true,true,9.879744289,91.644686838,0.0,1.2,1644.2724500334996,33.0,9.879744289,91.644686838,0.0,121.92,0.0
34,22450.0,21750.0,0.12,0.0,109639.85929890843,700.0,23800.0,5833.333333333334,528789.4284924837,5833.333333333334,419149.5691935753,true,34.0,34,0.875,0.0,0.0,0.0,0.0,0.0,34,21750.0,0.0,-2816.9058253911057,-2816.9058253911057,91751.52787581588,700.0,23800.0,462.7105843371715,3496.652854192373,-4298.217475635412,75949.96277089915,0.0,0.0,1099.2787176673617,10879.329510351994,-80.67765176022748,1425.5827403723904,-0.0,-95934.87688654485,true,true,9.611515937,101.25620277499999,0.0,1.2,1644.2724500334996,34.0,9.611515937,101.25620277499999,0.0,121.92,0.0
35,22450.0,21750.0,0.12,0.0,109639.85929890843,700.0,24500.0,5833.333333333334,534622.761825817,5833.333333333334,424982.9025269086,true,35.0,35,0.875,0.0,0.0,0.0,0.0,0.0,35,21750.0,0.0,-2763.804735181688,-2763.804735181688,88987.72314063419,700.0,24500.0,425.54700262967737,3922.1998568220506,-4179.917911968478,71770.04485893066,0.0,0.0,1069.0233400868733,11948.352850438867,-78.4571659297614,1347.125574442629,-0.0,-95934.87688654485,true,true,9.343287585,110.59949035999999,0.0,1.2,1644.2724500334996,35.0,9.343287585,110.59949035999999,0.0,121.92,0.0
36,22450.0,21750.0,0.12,0.0,109639.85929890843,700.0,25200.0,5833.333333333334,540456.0951591504,5833.333333333334,430816.2358602419,true,36.0,36,0.875,0.0,0.0,0.0,0.0,0.0,36,21750.0,0.0,-2022.014293141322,-2022.014293141322,86965.70884749286,700.0,25200.0,393.2784242142161,4315.478281036267,-3392.8971943978986,68377.14766453276,0.0,0.0,1041.2892440090252,12989.642094447892,-63.6847669666647,1283.4408074759642,-0.0,-95934.87688654485,true,true,9.119763959,119.71925431899999,0.0,1.2,1644.2724500334996,36.0,9.119763959,119.71925431899999,0.0,121.92,0.0
37,22450.0,21750.0,0.12,0.0,109639.85929890843,700.0,25900.0,5833.333333333334,546289.4284924838,5833.333333333334,436649.56919357524,true,37.0,37,0.875,0.0,0.0,0.0,0.0,0.0,37,21750.0,0.0,-2661.1827329125153,-2661.1827329125153,84304.52611458034,700.0,25900.0,362.6837732755098,4678.162054311777,-3963.035378873108,64414.112285659656,0.0,0.0,1013.5551479311766,14003.197242379068,-74.3862752460937,1209.0545322298706,-0.0,-95934.87688654485,true,true,8.851535607,128.57078992599997,0.0,1.2,1644.2724500334996,37.0,8.851535607,128.57078992599997,0.0,121.92,0.0
38,22450.0,21750.0,0.12,0.0,109639.85929890843,700.0,26600.0,5833.333333333334,552122.7618258172,5833.333333333334,442482.90252690855,true,38.0,38,0.875,0.0,0.0,0.0,0.0,0.0,38,21750.0,0.0,-16041.70332896236,-16041.70332896236,68262.82278561797,700.0,26600.0,278.22325173678536,4956.385306048563,-16929.98196515015,47484.1303205095,0.0,0.0,927.8315781949918,14931.02882057406,-317.7761937439876,891.278338485883,-0.0,-95934.87688654485,true,true,7.599803299,136.17059322499998,0.0,1.2,1644.2724500334996,38.0,7.599803299,136.17059322499998,0.0,121.92,0.0
39,22450.0,21750.0,0.12,0.0,109639.85929890843,700.0,27300.0,5833.333333333334,557956.0951591505,5833.333333333334,448316.23586024187,true,39.0,39,0.875,0.0,0.0,0.0,0.0,0.0,39,21750.0,0.0,-10227.870831945209,-10227.870831945209,58034.95195367276,700.0,27300.0,181.22663028815575,5137.611936336718,-11006.788546724434,36477.34177378507,0.0,0.0,804.2887865395954,15735.317607113655,-206.59770204852575,684.6806364373572,-0.0,-95934.87688654485,true,true,6.661004068,142.831597293,0.0,1.2,1644.2724500334996,39.0,6.661004068,142.831597293,0.0,121.92,0.0
40,22450.0,21750.0,0.15200000000000002,1027.5224018283864,110667.38170073682,700.0,28000.0,11365.278959397278,569321.3741185478,10337.756557568891,458653.9924178108,true,40.0,40,0.875,899.0821015998381,1027.5224018283864,128.44030022854827,0.0,0.0,40,21750.0,0.0,899.0821015998381,899.0821015998381,58934.0340552726,700.0,28000.0,147.74022576969827,5285.3521621064165,0.0,36477.34177378507,0.0,0.0,751.3418758301399,16486.659482943796,0.0,684.6806364373572,-899.0821015998381,-96833.95898814469,true,true,6.661004068,149.492601361,0.0,1.2,1644.2724500334996,40.0,6.661004068,149.492601361,0.0,121.92,0.0
41,23477.522401828388,22777.522401828388,0.1864,2768.771719773458,113436.15342051028,700.0,28700.0,18609.290342132284,587930.6644606801,15840.518622358826,474494.51104016963,true,41.0,41,0.875,2422.6752548017757,2768.771719773458,346.09646497168205,0.0,0.0,41,22777.522401828388,0.0,2422.6752548017757,2422.6752548017757,61356.70931007437,700.0,28700.0,152.24724862761119,5437.5994107340275,1483.673692852741,37961.01546663781,0.0,0.0,758.9057202252619,17245.56520316906,27.848593096162,712.5292295335191,-2422.6752548017757,-99256.63424294646,true,true,6.795118244,156.287719605,0.0,1.2,1644.2724500334996,41.0,6.795118244,156.287719605,0.0,121.92,0.0
42,25218.771719773456,24518.771719773456,0.1888,2831.1087237336023,116267.26214424388,700.0,29400.0,18702.90637570764,606633.5708363877,15871.797651974037,490366.30869214365,true,42.0,42,0.875,2477.220133266902,2831.1087237336023,353.8885904667004,0.0,0.0,42,24518.771719773456,0.0,2477.220133266902,2477.220133266902,63833.92944334127,700.0,29400.0,161.53442592814852,5599.133836662176,1513.2485837694687,39474.26405040728,0.0,0.0,774.0334090155059,18019.598612184564,28.40371455377847,740.9329440872976,-2477.220133266902,-101733.85437621336,true,true,6.92923242,163.216952025,0.0,1.2,1644.2724500334996,42.0,6.92923242,163.216952025,0.0,121.92,0.0
43,25281.108723733603,24581.108723733603,0.20800000000000002,4120.084784776026,120387.34692901991,700.0,30100.0,23173.48454219243,629807.0553785801,19053.399757416402,509419.70844956004,true,43.0,43,0.875,3605.0741866790227,4120.084784776026,515.0105980970034,0.0,0.0,43,24581.108723733603,0.0,3605.0741866790227,3605.0741866790227,67439.00363002029,700.0,30100.0,174.49445370915268,5773.628290371328,2587.802944923363,42062.06699533064,0.0,0.0,794.2036606982323,18813.802272882796,48.573127348274625,789.5060714355723,-3605.0741866790227,-105338.92856289238,true,true,7.152756046,170.36970807100002,0.0,1.2,1644.2724500334996,43.0,7.152756046,170.36970807100002,0.0,121.92,0.0
44,26570.084784776027,25870.084784776027,0.28625,8150.438437923893,128537.7853669438,700.0,30800.0,30918.56222855508,660725.6176071352,22768.123790631187,532187.8322401913,true,44.0,44,0.875,7131.633633183406,8150.438437923893,1018.8048047404864,0.0,0.0,44,25870.084784776027,0.0,7131.633633183406,7131.633633183406,74570.6372632037,700.0,30800.0,202.4575361968895,5976.085826568217,5982.34319834801,48044.410193678654,0.0,0.0,834.544164063685,19648.346436946482,112.28873457482169,901.7948060103939,-7131.633633183406,-112470.56219607579,true,true,7.644508024,178.01421609500002,0.0,1.2,1644.2724500334996,44.0,7.644508024,178.01421609500002,0.0,121.92,0.0
45,30600.43843792389,29900.43843792389,0.33999999999999997,15195.999522566915,143733.78488951072,700.0,31500.0,46752.93977225564,707478.5573793908,31556.940249688723,563744.77248988,true,45.0,45,0.875,13296.499582246051,15195.999522566915,1899.499940320864,0.0,0.0,45,29900.43843792389,0.0,13296.499582246051,13296.499582246051,87867.13684544974,700.0,31500.0,264.83518156402664,6240.9210081322435,11895.678325388006,59940.08851906666,0.0,0.0,912.703889404748,20561.05032635123,223.28218588927055,1125.0769918996646,-13296.499582246051,-125767.06177832183,true,true,8.53860253,186.55281862500001,0.0,1.2,1644.2724500334996,45.0,8.53860253,186.55281862500001,0.0,121.92,0.0
46,37645.99952256691,36945.99952256691,0.345,16953.498390364864,160687.28327987558,700.0,32200.0,51169.56055178222,758648.1179311731,34216.06216141736,597960.8346512973,true,46.0,46,0.875,14834.311091569258,16953.498390364864,2119.1872987956067,0.0,0.0,46,36945.99952256691,0.0,14834.311091569258,14834.311091569258,102701.447937019,700.0,32200.0,362.6837732755098,6603.604781407754,13210.117919727141,73150.2064387938,0.0,0.0,1013.5551479311766,21574.605474282405,247.95425063542908,1373.0312425350937,-14834.311091569258,-140601.37286989109,true,true,9.432697036,195.98551566100002,0.0,1.2,1644.2724500334996,46.0,9.432697036,195.98551566100002,0.0,121.92,0.0
47,39403.49839036487,38703.49839036487,0.33999999999999997,15204.624928761777,175891.90820863735,700.0,32900.0,46778.30861400523,805426.4265451783,31573.683685243457,629534.5183365408,true,47.0,47,0.875,13304.046812666555,15204.624928761777,1900.5781160952229,0.0,0.0,47,38703.49839036487,0.0,13304.046812666555,13304.046812666555,116005.49474968555,700.0,32900.0,469.10741487460365,7072.712196282358,11514.490830357088,84664.69726915089,0.0,0.0,1104.3212805598437,22678.92675484225,216.12728687502045,1589.1585294101142,-13304.046812666555,-153905.41968255764,true,true,10.14797264,206.13348830100003,0.0,1.2,1644.2724500334996,47.0,10.14797264,206.13348830100003,0.0,121.92,0.0
48,37654.624928761776,36954.624928761776,0.196,3663.5926275446786,179555.50083618204,700.0,33600.0,22263.22769155448,827689.6542367327,18599.6350640098,648134.1534005506,true,48.0,48,0.875,3205.6435491015936,3663.5926275446786,457.949078443085,0.0,0.0,48,36954.624928761776,0.0,3205.6435491015936,3205.6435491015936,119211.13829878713,700.0,33600.0,529.3519216802664,7602.064117962624,1498.4611269910556,86163.15839614194,0.0,0.0,1149.704346817779,23828.63110166003,28.126153612492594,1617.2846830226067,-3205.6435491015936,-157111.06323165924,true,true,10.23738209,216.37087039100004,0.0,1.2,1644.2724500334996,48.0,10.23738209,216.37087039100004,0.0,121.92,0.0
49,26113.592627544676,25413.592627544676,0.124,174.25027187942538,179729.75110806146,700.0,34300.0,7050.405418382463,834740.0596551152,6876.155146503037,655010.3085470536,true,49.0,49,0.875,152.46898789449722,174.25027187942538,21.781283984928166,0.0,0.0,49,25413.592627544676,0.0,152.46898789449722,152.46898789449722,119363.60728668162,700.0,34300.0,529.3519216802664,8131.41603964289,-1498.4611269910556,84664.69726915089,0.0,0.0,1149.704346817779,24978.33544847781,-28.126153612492594,1589.1585294101142,-152.46898789449722,-157263.53221955374,true,true,10.14797264,226.51884303100005,0.0,1.2,1644.2724500334996,49.0,10.14797264,226.51884303100005,0.0,121.92,0.0
50,22624.250271879424,21924.250271879424,0.15200000000000002,1031.8187279257268,180761.5698359872,700.0,35000.0,11393.544262669253,846133.6039177845,10361.725534743526,665372.0340817971,true,50.0,50,0.875,902.841386935011,1031.8187279257268,128.9773409907158,0.0,0.0,50,21924.250271879424,0.0,902.841386935011,902.841386935011,120266.44867361663,700.0,35000.0,518.9727711998624,8650.388810842753,-744.301332020297,83920.39593713058,0.0,0.0,1142.140502761048,26120.47595123886,-13.970555005602682,1575.1879744045116,-902.841386935011,-158166.37360648875,true,true,10.10326792,236.62211095100005,0.0,1.2,1644.2724500334996,50.0,10.10326792,236.62211095100005,0.0,121.92,0.0
51,23481.818727925725,22781.818727925725,0.12,0.0,180761.5698359872,700.0,35700.0,5833.333333333334,851966.9372511179,5833.333333333334,671205.3674151305,true,51.0,51,0.875,0.0,0.0,0.0,0.0,0.0,51,22781.818727925725,0.0,-7973.717482076531,-7973.717482076531,112292.7311915401,700.0,35700.0,472.32782111892396,9122.716631961677,-9376.883522412647,74543.51241471793,0.0,0.0,1106.8425623444764,27227.318513583334,-176.00434312728353,1399.183631277228,-0.0,-158166.37360648875,true,true,9.522106487,246.14421743800006,0.0,1.2,1644.2724500334996,51.0,9.522106487,246.14421743800006,0.0,121.92,0.0
52,22450.0,21750.0,0.12,0.0,180761.5698359872,700.0,36400.0,5833.333333333334,857800.2705844513,5833.333333333334,677038.7007484639,true,52.0,52,0.875,0.0,0.0,0.0,0.0,0.0,52,21750.0,0.0,-14133.808921744952,-14133.808921744952,98158.92226979515,700.0,36400.0,365.39710704870873,9488.113739010387,-15229.425748096373,59314.08666662156,0.0,0.0,1016.0764294338162,28243.39494301715,-285.8567101311042,1113.3269211461238,-0.0,-158166.37360648875,true,true,8.493897805,254.63811524300004,0.0,1.2,1644.2724500334996,52.0,8.493897805,254.63811524300004,0.0,121.92,0.0
53,22450.0,21750.0,0.12,0.0,180761.5698359872,700.0,37100.0,5833.333333333334,863633.6039177846,5833.333333333334,682872.0340817972,true,53.0,53,0.875,0.0,0.0,0.0,0.0,0.0,53,21750.0,0.0,-10308.379507931473,-10308.379507931473,87850.54276186367,700.0,37100.0,262.64647218866696,9750.760211199055,-11269.676472942918,48044.41019367864,0.0,0.0,910.1826079585067,29153.577550975657,-211.53211513572967,901.7948060103942,-0.0,-158166.37360648875,true,true,7.644508024,262.282623267,0.0,1.2,1644.2724500334996,53.0,7.644508024,262.282623267,0.0,121.92,0.0
54,22450.0,21750.0,0.12,0.0,180761.5698359872,700.0,37800.0,5833.333333333334,869466.937251118,5833.333333333334,688705.3674151306,true,54.0,54,0.875,0.0,0.0,0.0,0.0,0.0,54,21750.0,0.0,-6130.914352120939,-6130.914352120939,81719.62840974274,700.0,37800.0,198.80974120473107,9949.569952403786,-7027.322668585171,41017.08752509347,0.0,0.0,829.5016011712027,29983.07915214686,-131.90302591170146,769.8917800986927,-0.0,-158166.37360648875,true,true,7.063346596,269.345969863,0.0,1.2,1644.2724500334996,54.0,7.063346596,269.345969863,0.0,121.92,0.0
55,22450.0,21750.0,0.15200000000000002,1111.8703190627798,181873.44015505,700.0,38500.0,11920.199467518287,881387.1367186363,10808.329148455507,699513.6965635861,true,55.0,55,0.875,972.8865291799324,1111.8703190627798,138.98378988284742,0.0,0.0,55,21750.0,0.0,972.8865291799324,972.8865291799324,82692.51493892267,700.0,38500.0,176.16158697906042,10125.731539382847,0.0,41017.08752509347,0.0,0.0,796.724942200872,30779.80409434773,0.0,769.8917800986927,-972.8865291799324,-159139.26013566868,true,true,7.063346596,276.40931645899997,0.0,1.2,1644.2724500334996,55.0,7.063346596,276.40931645899997,0.0,121.92,0.0
56,23561.87031906278,22861.87031906278,0.33,13381.51183905178,195254.95199410178,700.0,39200.0,42671.24799712661,924058.3847157629,29289.736158074826,728803.4327216609,true,56.0,56,0.875,11708.822859170308,13381.51183905178,1672.6889798814718,0.0,0.0,56,22861.87031906278,0.0,11708.822859170308,11708.822859170308,94401.33779809298,700.0,39200.0,209.8864428817867,10335.617982264634,10458.010011398097,51475.097536491565,0.0,0.0,844.6292899614467,31624.433384309177,196.297114928978,966.1888950276707,-11708.822859170308,-170848.082994839,true,true,7.912736376,284.32205283499997,0.0,1.2,1644.2724500334996,56.0,7.912736376,284.32205283499997,0.0,121.92,0.0
57,35831.51183905178,35131.51183905178,0.345,16482.01711709527,211736.96911119705,700.0,39900.0,49802.948165493544,973861.3328812565,33320.93104839827,762124.3637700592,true,57.0,57,0.875,14421.76497745836,16482.01711709527,2060.25213963691,0.0,0.0,57,35131.51183905178,0.0,14421.76497745836,14421.76497745836,108823.10277555134,700.0,39900.0,294.40404265661095,10630.022024921245,12939.014749168073,64414.112285659634,0.0,0.0,945.480548431477,32569.913932740656,242.86563720220002,1209.0545322298708,-14421.76497745836,-185269.84797229737,true,true,8.851535607,293.173588442,0.0,1.2,1644.2724500334996,57.0,8.851535607,293.173588442,0.0,121.92,0.0
58,38932.01711709527,38232.01711709527,0.33999999999999997,15901.460259727348,227638.4293709244,700.0,40600.0,48827.82429331573,1022689.1571745722,32926.36403358838,795050.7278036475,true,58.0,58,0.875,13913.77772726143,15901.460259727348,1987.6825324659185,0.0,0.0,58,38232.01711709527,0.0,13913.77772726143,13913.77772726143,122736.88050281277,700.0,40600.0,396.1420908999493,11026.164115821195,12244.004827620138,76658.11711327978,0.0,0.0,1043.8105255116648,33613.72445825232,229.82028322967764,1438.8748154595485,-13913.77772726143,-199183.6256995588,true,true,9.656220663,302.829809105,0.0,1.2,1644.2724500334996,58.0,9.656220663,302.829809105,0.0,121.92,0.0
59,38351.46025972735,37651.46025972735,0.33999999999999997,15577.087789788924,243215.51716071332,700.0,41300.0,47873.78761702625,1070562.9447915985,32296.69982723733,827347.4276308848,true,59.0,59,0.875,13629.951816065308,15577.087789788924,1947.1359737236162,0.0,0.0,59,37651.46025972735,0.0,13629.951816065308,13629.951816065308,136366.83231887806,700.0,41300.0,501.9772191785647,11528.14133499976,11777.378800679639,88435.49591395941,0.0,0.0,1129.5340954170451,34743.258553669366,221.0617007900585,1659.936516249607,-13629.951816065308,-212813.57751562409,true,true,10.37149627,313.201305375,0.0,1.2,1644.2724500334996,59.0,10.37149627,313.201305375,0.0,121.92,0.0
60,38027.08778978892,37327.08778978892,0.3175,11112.993480741965,254328.5106414553,700.0,42000.0,37206.278679502255,1107769.2234711007,26093.28519876029,853440.7128296451,true,60.0,60,0.875,9723.86929564922,11112.993480741965,1389.1241850927454,0.0,0.0,60,37327.08778978892,0.0,9723.86929564922,9723.86929564922,146090.7016145273,700.0,42000.0,594.5453562226755,12122.686691222436,7788.054543387607,96223.55045734702,0.0,0.0,1195.0874134141052,35938.34596708347,146.18198262483082,1806.1184988744378,-9723.86929564922,-222537.44681127332,true,true,10.81854352,324.019848895,0.0,1.2,1644.2724500334996,60.0,10.81854352,324.019848895,0.0,121.92,0.0
61,33562.99348074196,32862.99348074196,0.25,5881.846484388489,260210.3571258438,700.0,42700.0,26327.385937553958,1134096.6094086547,20445.539453165467,873886.2522828106,true,61.0,61,0.875,5146.615673839929,5881.846484388489,735.2308105485608,0.0,0.0,61,32862.99348074196,0.0,5146.615673839929,5146.615673839929,151237.31728836722,700.0,42700.0,648.7978948956069,12771.484586118042,3207.232587723856,99430.78304507089,0.0,0.0,1230.3853536614813,37168.731320744955,60.19983755898447,1866.3183364334222,-5146.615673839929,-227684.06248511325,true,true,10.99736242,335.017211315,0.0,1.2,1644.2724500334996,61.0,10.99736242,335.017211315,0.0,121.92,0.0
62,28331.84648438849,27631.84648438849,0.22,5041.006050567969,265251.3631764118,700.0,43400.0,26095.482048036225,1160192.091456691,21054.475997468257,894940.7282802789,true,62.0,62,0.875,4410.880294246973,5041.006050567969,630.1257563209965,0.0,0.0,62,27631.84648438849,0.0,4410.880294246973,4410.880294246973,155648.1975826142,700.0,43400.0,677.1198774048249,13448.604463522866,2439.9285711970974,101870.71161626799,0.0,0.0,1248.0343240671623,38416.76564481212,45.79752157788761,1912.11585801131,-4410.880294246973,-232094.94277936022,true,true,11.1314766,346.148687915,0.0,1.2,1644.2724500334996,62.0,11.1314766,346.148687915,0.0,121.92,0.0
63,27491.00605056797,26791.00605056797,0.1936,3185.2093218445793,268436.57249825634,700.0,44100.0,20068.229968205473,1180260.3214248966,16883.020646360892,911823.7489266398,true,63.0,63,0.875,2787.0581566140067,3185.2093218445793,398.1511652305726,0.0,0.0,63,26791.00605056797,0.0,2787.0581566140067,2787.0581566140067,158435.25573922822,700.0,44100.0,693.6679086095177,14142.272372132384,819.8815995946654,102690.59321586265,0.0,0.0,1258.1194498521265,39674.88509466425,15.389198557696954,1927.505056569007,-2787.0581566140067,-234882.00093597424,true,true,11.17618132,357.324869235,0.0,1.2,1644.2724500334996,63.0,11.17618132,357.324869235,0.0,121.92,0.0
64,25635.20932184458,24935.20932184458,0.12,0.0,268436.57249825634,700.0,44800.0,5833.333333333334,1186093.6547582299,5833.333333333334,917657.0822599732,true,64.0,64,0.875,0.0,0.0,0.0,0.0,0.0,64,24935.20932184458,0.0,-1389.2093559455789,-1389.2093559455789,157046.04638328264,700.0,44800.0,681.2319297503583,14823.504301882742,-3259.8101707917626,99430.78304507089,0.0,0.0,1250.5556052314105,40925.44069989566,-61.18672013558456,1866.3183364334222,-0.0,-234882.00093597424,true,true,10.99736242,368.322231655,0.0,1.2,1644.2724500334996,64.0,10.99736242,368.322231655,0.0,121.92,0.0
65,22450.0,21750.0,0.15600000000000003,1230.7504624124515,269667.32296066877,700.0,45500.0,12376.605528284943,1198470.2602865149,11145.85506587249,928802.9373258457,true,65.0,65,0.875,1076.906654610895,1230.7504624124515,153.84380780155652,0.0,0.0,65,21750.0,0.0,1076.906654610895,1076.906654610895,158122.95303789352,700.0,45500.0,660.8371395676611,15484.341441450402,-806.7372052978224,98624.04583977307,0.0,0.0,1237.9491982821974,42163.38989817786,-15.142477941141186,1851.1758584922811,-1076.906654610895,-235958.90759058512,true,true,10.9526577,379.27488935499997,0.0,1.2,1644.2724500334996,65.0,10.9526577,379.27488935499997,0.0,121.92,0.0
66,23680.750462412452,22980.750462412452,0.20800000000000002,4059.9552917454316,273727.2782524142,700.0,46200.0,22884.400441083802,1221354.6607275987,18824.44514933837,947627.382475184,true,66.0,66,0.875,3552.4608802772527,4059.9552917454316,507.4944114681789,0.0,0.0,66,22980.750462412452,0.0,3552.4608802772527,3552.4608802772527,161675.41391817076,700.0,46200.0,664.8830704654139,16149.224511915816,1616.7606903639685,100240.80653013704,0.0,0.0,1240.4704800104312,43403.86037818829,30.346639437439478,1881.5224979297207,-3552.4608802772527,-239511.36847086236,true,true,11.04206715,390.31695650499995,0.0,1.2,1644.2724500334996,66.0,11.04206715,390.31695650499995,0.0,121.92,0.0
67,26509.95529174543,25809.95529174543,0.1936,3147.1193624773146,276874.3976148915,700.0,46900.0,19871.484310316708,1241226.1450379153,16724.364947839393,964351.7474230235,true,67.0,67,0.875,2753.72944216765,3147.1193624773146,393.3899203096644,0.0,0.0,67,25809.95529174543,0.0,2753.72944216765,2753.72944216765,164429.1433603384,700.0,46900.0,677.1198774048249,16826.344389320642,813.3094024462439,101054.11593258329,0.0,0.0,1248.0343240671623,44651.89470225546,15.265838249418884,1896.7883361791396,-2753.72944216765,-242265.09791303,true,true,11.08677187,401.40372837499996,0.0,1.2,1644.2724500334996,67.0,11.08677187,401.40372837499996,0.0,121.92,0.0
68,25597.119362477315,24897.119362477315,0.15600000000000003,1253.233098030085,278127.6307129216,700.0,47600.0,12520.724987372338,1253746.8700252876,11267.491889342253,975619.2393123657,true,68.0,68,0.875,1096.5789607763245,1253.233098030085,156.6541372537606,0.0,0.0,68,24897.119362477315,0.0,1096.5789607763245,1096.5789607763245,165525.72232111474,700.0,47600.0,677.1198774048249,17503.464266725467,-813.3094024462439,100240.80653013704,0.0,0.0,1248.0343240671623,45899.92902632262,-15.265838249418884,1881.5224979297207,-1096.5789607763245,-243361.67687380634,true,true,11.04206715,412.44579552499994,0.0,1.2,1644.2724500334996,68.0,11.04206715,412.44579552499994,0.0,121.92,0.0
69,23703.233098030087,23003.233098030087,0.15600000000000003,1241.9538233303833,279369.584536252,700.0,48300.0,12448.421944425532,1266195.291969713,11206.46812109515,986825.7074334607,true,69.0,69,0.875,1086.7095954140855,1241.9538233303833,155.24422791629786,0.0,0.0,69,23003.233098030087,0.0,1086.7095954140855,1086.7095954140855,166612.43191652882,700.0,48300.0,668.9454808018501,18172.409747527316,-810.0234850661462,99430.78304507089,0.0,0.0,1242.9917611746798,47142.9207874973,-15.204161496298292,1866.3183364334225,-1086.7095954140855,-244448.38646922042,true,true,10.99736242,423.44315794499994,0.0,1.2,1644.2724500334996,69.0,10.99736242,423.44315794499994,0.0,121.92,0.0
